Gene names,2015 Dill Calreticulin Early
Pcyox1l,0.710356691
Pcyt1a,1.127140021
Pdcd6,0.796466677
Pdcd6ip,1.193833296
Pdha1,1.087383334
Pdhb,0.54721334
Pdia3,0.829876679
Pdia4,0.871763319
Pdia6,0.853873322
Pdlim2,0.842379999
Pdlim5,1.042850004
Pdxk,0.340766668
Pef1,1.13520999
Pepd,0.259489991
Pex14,0.570833338
Pf4,1.150566674
Pfkp,1.307633359
Pfn1,1.366766645
Pgam1,1.224366668
Pgd,1.068966645
Pgk1,0.98143667
Pgrmc1,0.660293325
Pgrmc2,0
Phb,0.75907334
Phb2,0.880143331
Pi4k2a,0.792290023
Pi4ka,0.855666491
Pid1,1.061876674
Pigs,0.509143331
Pigt,0
Pik3ap1,1.006553358
Pik3c3,1.025219965
Pik3cg,0
Pik3r4,0.992853342
Pion,0.700066664
Pip4k2a,1.190733366
Pip4k2b,0.46793333
Pitpna,0.715683338
Pkm2,1.404133349
Pkn1,1.041219983
Pla2g15,0.79386667
Pla2g7,0.73299332
Plau,0.739590011
Plaur,2.097467224
Plbd1,0.968513327
Plbd2,0.803809978
Pld1,0.662713362
Pld3,1.000646662
Pld4,0.991540036
Plec,0.868909979
Plek,1.357033334
Plekha1,0.760286629
Plekho1,1.136486655
Plekho2,0.96004001
Plod1,0.567766644
Plod3,0.425033335
Plscr3,0.243006667
Pltp,0.875773352
Plxdc1,1.068866639
Plxna1,1.928733286
Plxnb2,1.70243332
Pnp,1.155553342
Pon2,0.344400008
Pon3,0.827903324
Por,0.814860012
Ppia,1.352700004
Ppib,0.825216654
Ppm1h,1.237199958
Ppp1ca,0.795190008
Ppp1cb,0.328783332
Ppp1cc,1.214499959
Ppp1r12a,0.997620003
Ppp1r12c,1.395999965
Ppp1r18,0.76752667
Ppp2ca;Ppp2cb,1.173933329
Ppp2r1a,1.155066668
Ppt1,0.602386659
Ppt2,0.56036664
Pqbp1,0.27060333
Prcc,0.933236686
Prcp,0.759683325
Prdx1,1.341133335
Prdx2,1.219999994
Prdx3,0.479920067
Prdx4,1.252533332
Prdx5,1.068166638
Prkacb,0.817133354
Prkar1a,0.703346674
Prkca,0.448433325
Prkcd,1.736299768
Prkcsh,0.867516662
Prpf19,0.360200003
Prpf31,1.092959991
Prpf40a,0.938433328
Prrc2c,0.965483332
Psap,0.3404567
Psen1,0.97214665
Psen2,0.709223359
Psma1,1.21553332
Psma4,0.166593325
Psma6,0.399933351
Psma7,1.213493316
Psmb1,1.388966657
Psmb10,1.051313316
Psmb3;Gm5356,0.780733333
Psmb8,0.774013342
Psme1,0.556066681
Pstpip1,0.41043333
Ptbp1,1.626666717
Ptgs1,0
Ptp4a2,1.229566683
ptplad1,0.243716663
Ptpn1,0.827576671
Ptpn23,1.181819998
Ptpn6,1.285463489
Ptpn9,1.028643324
Ptpra,1.673600118
Ptprc,2.046700025
Ptpre,0.956793317
Ptprj,1.42463335
Ptpro,0
Ptrh2,0.526666682
Pttg1ip,0.778430008
Pxk,0
Pzp;A2m,0.585233334
Qki,1.115636621
Rab10,1.203266693
Rab11a,0.369343319
Rab11b;Rab11a,1.053380007
Rab11fip5,0.950190008
Rab12,1.304066688
Rab13,1.262300021
Rab14,1.835733286
Rab18,0.868763329
Rab19,0.665959964
Rab1A;Rab1,0.9812433
Rab1b,0.937123339
Rab21,1.145633338
Rab22a,1.383466681
Rab23,0.920646675
Rab27a,0.356766661
Rab2a,1.287466634
Rab31,1.168800062
Rab32,0.889279999
Rab33b,0.331803342
Rab34,0.447266652
Rab35,1.279333363
Rab39a,1.126866696
Rab3a,0.263186683
Rab3d,0.739339995
Rab4b,1.227233305
Rab5a,1.165333318
Rab5b,1.09960329
Rab5c,1.120433323
Rab6a,1.14037663
Rab6a;Rab6b,0.731200012
Rab7a,1.157586647
Rab7b;5430435G22Rik,0.743300014
Rab7l1,0.75363334
Rab8a,1.219600046
Rab8b,1.10700336
Rab9a;Rab9,1.02739665
Rabl3,0.640586651
Rac1;Rac3,1.432833323
Rac2,1.535700038
Rala,1.057716683
Ralb,1.175210006
Raly;C130057N11Rik,0.503133341
Ran;1700009N14Rik,1.218966683
Ranbp1,0.548499996
Ranbp2,0
Rangap1,0
Rap1a,0.97317335
Rap1b,1.120766639
Rap2a,1.028306647
Rap2b,0.995823332
Rap2c,1.251033352
Rasa3,0.560066677
Rasa4,0.717786662
Rassf4,0
Raver1,0.268863347
Rbbp4,0.879313316
Rbm25,0.950659999
Rbm3,0.743219998
Rbmx;Rbmxl1,0.851033316
Rbp4,1.086366652
Rcc1,1.257366685
Rcn2,0.749653342
Rcor1,0.762616682
Rdh11,1.015800009
Rdh14,0.577319999
Rdx,1.308833342
Reep5,0.814070021
Rer1,0.368433308
Rftn1,1.692299955
Rgs1,0.837243314
Rgs10,1.755709903
Rgs18,1.148973352
Rgs19,1.107000001
Rgs3,0
Rhbdf2,0
Rhoa;Rhoc,1.453633327
Rhob,0.995269989
Rhog,1.006369988
Ripk1,1.200570009
Ripk3,1.372966645
Rit1,0
Rnaset2,0.74588333
Rnd1,0
Rnd3,0.386466669
Rnf128,0.751083333
Rnf13,0.815570001
Rnf213,0.900570021
Rnh1,1.194883356
Rock1,1.027856658
Rock2,1.047966679
Rod1;Ptbp3,0
Ros1,0
Rp2,1.044956689
Rpl10;Rpl10l,0.77336993
Rpl10a,1.452833307
Rpl12;Rpl12-ps1,1.529466631
Rpl13;Rpl13-ps3,1.232869984
Rpl14,0.838443329
Rpl17,0.758870005
Rpl21;Gm9104;Rpl21-ps6,0
Rpl22,1.140516523
Rpl22l1,0.764923357
Rpl23,1.357699985
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,0.927303305
Rpl24,0
Rpl26,1.017523318
Rpl27,0
Rpl28,0.82279999
Rpl3,0.996473349
Rpl30,1.439266619
Rpl31;Gm16382,1.313966666
Rpl34;Gm2178,0
Rpl35a,1.262933359
Rpl37a,1.158933298
Rpl38,1.377399951
Rpl4,0
Rpl5,0.900596685
Rpl6;Gm5428,0.844939993
Rpl8,0.123873329
Rpl9;Rpl9-ps6,1.340000041
Rplp0;Gm8730,1.240920034
Rplp1;Gm10073,1.157643335
Rplp2,1.178183326
Rpn1,0.87866001
Rpn2,0.952499982
Rprd2,0.674936641
Rps10,1.585166671
Rps11,1.168933366
Rps12,1.247666662
Rps13,1.333166631
Rps14,1.422566667
Rps15,1.550299848
Rps15a,1.213633343
Rps16,1.746100002
Rps17,1.343599967
Rps19;Rps19-ps13;Rps19-ps1,1.477633317
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,0.681723296
Rps20,1.473733375
Rps21,1.164940025
Rps23,0.477119994
Rps25,1.381499994
Rps26,0
Rps27a,0.371666664
Rps27l,1.438233387
Rps28,1.52780001
Rps3,1.583866629
Rps4x;Rps4y2,1.017890029
Rps5,1.449666662
Rps6,0.97152998
Rps6ka1,0.995586682
Rps7;Gm9493,0.996950006
Rps8;Gm11353,0.348799984
Rps9,0.631866638
Rpsa-ps10;Rpsa,1.266833346
Rptor,0
Rraga;Rragb,0.77994668
Rragc,0.635743348
Rras,1.10043335
Rrbp1,0.919486655
Rsad2,1.317843324
Rsu1,1.356233316
Rtn1,0.621696644
Rtn4,0.93337333
Rtn4Q8BH78;Q8BHF5;Q99P72-1,0.807040001
Rufy1,1.670266801
Rufy2,0.943083314
Ruvbl1,0
S100a10,3.135300317
S100a11;Gm7665,1.246199964
S100a13,0
S100a4,1.41866671
S100a6,1.243863336
Saa3,1.472033435
Sacm1l,0.88555335
Samm50,0.63632666
Sar1a,1.726300357
Sarnp,1.051296647
Sash3,0.562113365
Scamp1,0.890806687
Scamp2,1.223233292
Scamp3,1.028086645
Scamp4,1.037929994
Scarb1,1.372766636
Scarb2,0.682636684
Scfd1,0.918576658
Scp2,0.818313319
Scpep1,0.860296673
Scyl2,1.769000035
Scyl2Q8CFE4,1.153000003
Sdc4,0
Sdcbp,1.389999974
Sdf2l1,0.492019986
Sdha,0.834020014
Sdhb,0.759376678
Sec11a,0.578666684
Sec13,0.222266681
Sec16a,0.411
Sec22b,0.914846648
Sec23b,1.376500018
Sec24b,1.5430665
Sec24c,0.241020005
Sec31a,0.697633149
Sec61a1;Sec61a2,1.229166677
Sec62,0.497746665
Sel1l,0.389100004
Sema4d,0.864666652
Serbp1,1.014319998
Serinc1,0.823176681
Serinc3,1.092383364
Serpinb6a;Serpinb6,0.935889995
Serpinc1,0.362333348
Sf1,0.838293321
Sf3b4,0
Sfn,0.421300023
Sfpq,1.069286643
Sft2d2,0
Sfxn1,0.413579994
Sfxn3,0.765740028
Sgpl1,0.791113319
Sh3bgrl3,1.433333329
Sh3bp1,0.939339984
Sh3bp2,0.263083341
Sh3gl1,0.981299967
Sh3glb1,1.169400028
Sh3glb2,0.42386666
Sh3kbp1,0.461699988
Sh3pxd2b,1.166760009
Shmt2,0.847703313
Siae,0.89281668
Sidt2,0.711329997
Siglec1,1.58720001
Sigmar1,0.903716677
Sipa1,0
Sirpa,0
SirpaE0CYM8;P97797;E9QPT7;P97797-3,1.605733287
Sirt2,2.481866674
Skap2,1.33193332
Skp1,0.894893329
Slc11a1,1.137900035
Slc12a4,1.167833341
Slc12a6,0.323566674
Slc12a7,1.212000024
Slc12a9,0.658226678
Slc15a3,0.492313293
Slc15a4,0.639329984
Slc16a1,0.937233331
Slc16a10,0.261509996
Slc16a3,1.398066685
Slc17a5,0.521120012
Slc1a5,0.947266672
Slc23a2,1.646833109
Slc25a1,0.81329335
Slc25a10,0
Slc25a11,0.711466682
Slc25a12,0.877316647
Slc25a13,0.645543363
Slc25a24,0.760966677
Slc25a3,0.689469983
Slc25a4,0.66668335
Slc25a5,0.714126663
Slc26a11,0.580249949
Slc29a3,0.742363323
Slc2a1,1.801966862
Slc2a6,0.781050013
Slc2a8,0.791199999
Slc30a7,0.701756672
Slc31a1,0.725683326
Slc36a1,0
Slc37a2,0.713939988
Slc38a2,1.037683342
Slc38a7,0.690936664
Slc38a9,0.745520013
Slc3a2,1.778833234
Slc43a2,1.716033511
Slc44a2,1.516666701
Slc46a3,0.230093351
Slc48a1,0
Slc4a2,1.652366588
Slc4a7,0
Slc6a6,1.564599991
Slc7a1,0
Slc7a5,1.941933593
Slc7a8,1.513056515
Slc9a6,1.571200119
Slc9a9,1.127033321
Slco4a1,1.583166642
Smap1,1.260789999
Smap2,1.611433443
Smarca5,0.326403339
Smarcc2,0
Smc1a,0.516336692
Smc2,0
Smpd1,0.720926688
Smpdl3a,0.728949998
Smpdl3b,1.170099945
Snap23,1.668033098
Snap29,0.501833328
Snapin,0.74494666
Snd1,1.13703331
Snf8,0
Snrpa;Gm5145,0
Snrpc,0
Snrpd3,0.853643334
Snrpn;Snrpb,0.68113331
Sntb2,0.389999992
Snx1,1.13926334
Snx11,0.821829996
Snx12,1.498166656
Snx16,1.378866677
Snx17,1.379300006
Snx2,1.134133348
Snx20,1.428466521
Snx27,1.609700095
Snx29,1.338486604
Snx3,1.651099984
Snx30,0.712086688
Snx4,1.848866506
Snx5,1.138966641
Snx6,0.83147331
Snx8,1.87043332
Sod1,0.653196684
Sod2,0.710423343
Spag7,0.549230058
Spcs2,0.862856666
Spcs3,0.602083341
Spe39,1.220949986
Specc1,0.983633317
Spg20,1.109900007
Spg21,0.940666686
Sphk2,0.983073326
Spn,1.649066671
Spns1,0.833440015
Sppl2a,0.715429987
Spryd7;6330409N04Rik,1.48596689
Sptbn1,1.093973348
Sptlc2,0.268873337
Sqrdl,0.883116625
Sqstm1,1.050600002
Sri,1.658180387
Srp14,0
Srp19,0.176566665
Srp54;Srp54c,0.882889996
Srp68,1.133966635
Srp9,0.701666553
Srsf3;Gm12355,0
Ssr1,0.791203324
Ssr3,0.630119993
Ssr4,1.066006664
Ssrp1,0.79566663
St13,0.722983306
St3gal1,0.296829997
Stab1,1.14572668
Stam,0.469733307
Stam2,0.393199993
Stambpl1,0
Stard3,0.954936679
Stard3nl,0.575056698
Stat1,0.868033334
Steap3,1.60606664
Stk11ip,0.738143341
Stk24;Mst4;2610018G03Rik;Stk25,0.995500005
Stk3,0.585433334
Stk38,0.408300008
Stmn1,1.04576631
Stmn2,0.236933336
Stom,1.030823354
Strn,0.914533335
Sts,0.518830052
Stt3a,0.943663344
Stx11,0.505700006
Stx12,0.966429983
Stx16,0
Stx17,1.166146661
Stx2,1.204523358
Stx3,0.99896665
Stx4,1.656266669
Stx5;Stx5a,0
Stx6,1.2664867
Stx7,0.926896677
Stx8,0.844353346
Stxbp1,1.473166749
Stxbp2,1.327766666
Stxbp3,1.736266768
Stxbp5,1.087399965
Sub1,0.684369985
Sucla2,0.263850002
Suclg1,0.842526682
Sugp1,0.905083331
Sumo2;Sumo3,0.874049995
Sun2,0.857593343
Surf4,0.845733319
Swap70,0
Syk,0.835729986
Syncrip,1.10762669
Syngr1,0.82104666
Syngr2,0.54962001
Synrg,1.177466676
Sypl1;Sypl,0.930033348
Tagln2,1.998400328
Taok3,0.617599978
Tap1,0.932020017
Tap2,0.922643351
Tapbp,0.850143327
Tardbp,1.408986682
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,0.815040001
Tbl1x,1.239633334
Tbxas1,0
Tceb1,1.101866661
Tceb2,0.401726701
Tcirg1,0.657243333
Tcof1,0.35893333
Tcp1,1.233766553
Tdrd7,1.185566693
Tecpr1,0.277156664
Tecr,0.899559978
Tes,0.791973327
Tex264,0
Tfe3,0.81437
Tfrc,1.327299986
Tgfbi,1.298623645
Tgm2,0.211196671
Themis2,0.51684332
Thrap3,0.76293999
Timm44,0.799703348
Timm50,0.290476649
Timm9,0
Tkt,1.558866858
Tln1,1.30309998
Tlr13,0.624703326
Tlr2,1.046493313
Tlr3,0.541393344
Tlr7,0.602910016
Tlr8,0.694663357
Tlr9,0.496843335
Tm7sf3,0.769296682
Tm9sf1,1.049010015
Tm9sf2,1.158266668
Tm9sf3,0.90396332
Tm9sf4,0.916816641
Tmco1,0.869699986
Tmed10,0.874556651
Tmed2,0.931833362
Tmed4,0.899179987
Tmed5,0.778666519
Tmed7,0.873343357
Tmed9,0.894969995
Tmem104,0.669870008
Tmem106a,0.821866671
Tmem106b,1.02556
Tmem106c,0.876166667
Tmem109,0.738663336
Tmem120a,0.10590668
Tmem144,0.638506666
Tmem14c,1.327599947
Tmem165,0.962653292
Tmem173,0.333186666
Tmem175,0.934646672
Tmem176b,0
Tmem179b,1.049683342
Tmem192,0.639046665
Tmem206,1.525966625
Tmem30a,0.762046671
Tmem43,0.987573339
Tmem55a,0.776873322
Tmem55b,0.771636687
Tmem63a,0.789386677
Tmem87a,0.810579981
Tmem9b,1.153329996
Tmpo,0.994253316
Tmsb4x,1.701316619
Tmx1,0.748569982
Tmx2,0.271593338
Tmx3,0.777819999
Tmx4,0.565773313
Tnf,0
Tnfaip2,0.274723323
Tnfaip8l2,0
Tnfrsf23,1.052716659
Tns1,0.241913334
Tollip,0.817783333
Tom1,0.624149992
Tomm40,0.835923354
Tomm70a,0.169179996
Top2a,0.415433338
Tor1aip1,0.92638333
Tor1aip2,0.735823341
Tor3a,0.352433324
Tpcn1,1.172566647
Tpcn2,0.876139992
Tpd52,0.855759996
Tpd52l2,1.195833339
Tpi1,1.397866642
Tpm3-rs7;Tpm3,1.331459861
Tpm4,0.886163333
Tpp1,0.858630012
Tpt1,0
Trafd1,0.747369991
Trem2,1.164843308
Trex1,0.846023308
Trim14,0.832116689
Trim21,0
Trim28,0
Trpv2,1.908933323
Tsen34,0
Tsg101,0.826570011
Tspan14,0.83323333
Tspan31,0.769466676
Ttc35,0.604329995
Ttk,0.268863347
Ttn,1.020373322
Ttyh2,0
Ttyh3,0.511986667
Tuba1a;Tuba3a,0.371733342
Tuba1b,1.284466685
Tuba4a,0.993916618
Tubb4b,1.325633343
Tubb5,1.494599966
Txn,1.100993371
Txndc12,0.525493343
Txndc5,0.974073316
Tyrobp,1.938299779
Uba1,0.745866662
Ubap2,0.333030005
Ubap2l,1.296033318
Ube2d3;Ube2d2,0.68869996
Ube2l3,1.273586586
Ube2n,1.475573327
Ubl3,0.896310041
Ubl5;Gm2001,0.760963319
Ubtf,0
Ubxn4,0.548966683
Ufd1l,1.116376649
Ufm1,0
Uggt1,0.915433292
Ugt1a7c,0.885769968
Unc13d,0.433380014
Unc93b1,0.794050011
Upf1,0.4862
Uqcrb,0.646260004
Uqcrc1,0.747843358
Uqcrc2,0.808303358
Uqcrfs1,0.667796704
Uqcrh,0.416863337
Usmg5,0.791199989
Usp12;Usp46,0.777543314
Uvrag,1.116033333
Vac14,0.590573327
Vamp3,1.355059995
Vamp4,0.608376672
Vamp7,0.975933342
Vamp8,0.852190011
Vapa,0.778450005
Vapb,0.821960004
Vasp,0.99170333
Vat1,0.832329986
Vcp,0.931436653
Vdac1,0.708340005
Vdac2,0.697593322
Vdac3,0.721186674
Vim,0.928613331
Vmp1,0.450799993
Vps11,1.214433353
Vps13c,0.898370009
Vps13d,0
Vps16,1.154900005
Vps18,1.139366679
Vps26a,1.462133352
Vps26b,1.537999958
Vps28,0.870626667
Vps29,1.276433328
Vps33a,1.246633303
Vps33b,1.647333342
Vps35,1.375466703
Vps37b,0.679453348
Vps37c,0.871000025
Vps39,1.13536665
Vps41,1.064276645
Vps45,1.274236671
Vps4a,0.979999871
Vps4b,1.269700019
Vta1,0.847986678
Vti1a,1.018529992
Vti1b,0.777766693
Vwa5a,0.796876651
Was,0.993853327
Wasf2,0.334800005
Wash1,1.329899961
Wbp11,0.774183349
Wdfy2,1.531866689
Wdfy4,1.524366657
Wdr1,1.539799992
Wdr41,0.233586678
Wdr45l,1.001479976
Wdr5,1.309733364
Wdr7,0.868910004
Wdr70,0
Wdr81,1.169236637
Wdr91,1.196580027
Wipf1,1.025536668
Wnk1,0.948986686
Wwp1,0.769999982
Wwp2,0.936890003
Yipf3,0.35616668
Ykt6,1.875649702
Ythdf3;Ythdf1,1.127713331
Ywhab,1.252566712
Ywhae,1.037323335
Ywhag,1.164299989
Ywhah,1.16356666
Ywhaq,0.901596662
Ywhaz,1.241599989
Zadh2,0.502773321
Zc3hav1,0.878589993
Zdhhc20,0.481176677
Zfand2a,0.543796661
Zfyve19,0
Zmiz1,0.534543334
Zmpste24,0.653690015
Znf703,0.573553331
Znrf1,1.393766648
Znrf2,0
Zyx,1.161100217
0,1.024376728
Q9DAM7,0.772933325
Q8K039;D3YWR8,0.70259005
Q9D735,0
Q9D6W8,0.457799978
Q9D0B6;Q9D0B6-2,0.739426662
Q8CAQ8-3;Q3TZK4;E9PVS5,1.692233364
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,0.744983305
Q3TYS2,0.697389987
P17047-3,0.163046627
Q5F285,0
Q9CRC6,0.248399986
J3QNB0;Q9CQE8,0.930600013
Q6PIU9,0
Q9ES97-3,0.478903283
Q8VE96;D6RHL1,0.698299817
Q8C708,0.123066628
Q8K1J5,1.214246694
P10404,0
Q8R239;Q8R239-3;Q8R239-2,0.366566665
